GCA_000205025	Parasutterella_excrementihominis_GCA_000205025
GCA_000250875	Sutterella_parvirubra_GCA_000250875
GCA_001411495	Burkholderia_cepacia_GCA_001411495
GCA_003315195	Sutterella_wadsworthensis_GCA_003315195
GCA_003402575	Mesosutterella_multiformis_GCA_003402575
GCA_003609995	Sutterella_megalosphaeroides_GCA_003609995
GCA_006337085	Sutterella_faecalis_GCA_006337085
GCA_016696765	Turicimonas_muris_GCA_016696765
